date,state,district,age_0_5,age_5_17,age_18_greater
25-11-2025,Uttar Pradesh,Auraiya,28,14,0
25-11-2025,Uttar Pradesh,Ayodhya,18,2,0
25-11-2025,Uttar Pradesh,Azamgarh,59,87,0
25-11-2025,Uttar Pradesh,Baghpat,42,20,0
25-11-2025,Uttar Pradesh,Bahraich,64,61,8
25-11-2025,Uttar Pradesh,Ballia,41,62,0
25-11-2025,Uttar Pradesh,Balrampur,70,59,0
25-11-2025,Uttar Pradesh,Banda,31,31,0
25-11-2025,Uttar Pradesh,Bara Banki,76,19,0
25-11-2025,Uttar Pradesh,Barabanki,5,3,0
25-11-2025,Uttar Pradesh,Bareilly,109,57,6
25-11-2025,Uttar Pradesh,Basti,68,41,0
25-11-2025,Uttar Pradesh,Bhadohi,7,1,0
25-11-2025,Uttar Pradesh,Bijnor,171,41,0
25-11-2025,Uttar Pradesh,Budaun,64,29,2
25-11-2025,Uttar Pradesh,Bulandshahar,4,0,0
25-11-2025,Uttar Pradesh,Bulandshahr,98,60,3
25-11-2025,Uttar Pradesh,Chandauli,28,33,0
25-11-2025,Uttar Pradesh,Chitrakoot,30,28,0
25-11-2025,Uttar Pradesh,Deoria,49,42,0
25-11-2025,Uttar Pradesh,Etah,39,20,2
25-11-2025,Uttar Pradesh,Etawah,40,15,0
25-11-2025,Uttar Pradesh,Faizabad,52,32,0
25-11-2025,Uttar Pradesh,Farrukhabad,34,28,0
25-11-2025,Uttar Pradesh,Fatehpur,71,26,1
25-11-2025,Uttar Pradesh,Firozabad,27,28,1
25-11-2025,Uttar Pradesh,Gautam Buddha Nagar,71,43,1
25-11-2025,Uttar Pradesh,Ghaziabad,103,74,0
25-11-2025,Uttar Pradesh,Ghazipur,41,54,0
25-11-2025,Uttar Pradesh,Gonda,96,60,0
25-11-2025,Uttar Pradesh,Gorakhpur,95,128,0
25-11-2025,Uttar Pradesh,Hamirpur,28,14,0
25-11-2025,Uttar Pradesh,Hapur,28,23,0
25-11-2025,Uttar Pradesh,Hardoi,81,71,3
25-11-2025,Uttar Pradesh,Hathras,34,21,0
25-11-2025,Uttar Pradesh,Jalaun,27,34,9
25-11-2025,Uttar Pradesh,Jaunpur,51,67,0
25-11-2025,Uttar Pradesh,Jhansi,45,23,0
25-11-2025,Uttar Pradesh,Jyotiba Phule Nagar,2,1,0
25-11-2025,Uttar Pradesh,Kannauj,41,31,0
25-11-2025,Uttar Pradesh,Kanpur Dehat,38,17,0
25-11-2025,Uttar Pradesh,Kanpur Nagar,99,102,0
25-11-2025,Uttar Pradesh,Kasganj,30,21,0
25-11-2025,Uttar Pradesh,Kaushambi,57,12,0
25-11-2025,Uttar Pradesh,Kheri,77,74,3
25-11-2025,Uttar Pradesh,Kushinagar,54,76,2
25-11-2025,Uttar Pradesh,Lalitpur,48,8,0
25-11-2025,Uttar Pradesh,Lucknow,125,86,4
25-11-2025,Uttar Pradesh,Maharajganj,53,59,1
25-11-2025,Uttar Pradesh,Mahoba,18,6,0
25-11-2025,Uttar Pradesh,Mahrajganj,0,1,0
25-11-2025,Uttar Pradesh,Mainpuri,30,29,0
25-11-2025,Uttar Pradesh,Mathura,76,40,2
25-11-2025,Uttar Pradesh,Mau,26,48,0
25-11-2025,Uttar Pradesh,Meerut,79,61,1
25-11-2025,Uttar Pradesh,Mirzapur,36,33,0
25-11-2025,Uttar Pradesh,Moradabad,79,31,0
25-11-2025,Uttar Pradesh,Muzaffarnagar,64,34,0
25-11-2025,Uttar Pradesh,Pilibhit,38,16,1
25-11-2025,Uttar Pradesh,Pratapgarh,53,39,0
25-11-2025,Uttar Pradesh,Prayagraj,10,7,0
25-11-2025,Uttar Pradesh,Rae Bareli,65,23,0
25-11-2025,Uttar Pradesh,Rampur,60,36,1
25-11-2025,Uttar Pradesh,Saharanpur,79,45,0
25-11-2025,Uttar Pradesh,Sambhal,56,31,2
25-11-2025,Uttar Pradesh,Sant Kabir Nagar,35,43,2
25-11-2025,Uttar Pradesh,Sant Ravidas Nagar,26,22,0
25-11-2025,Uttar Pradesh,Shahjahanpur,60,51,1
25-11-2025,Uttar Pradesh,Shamli,63,35,0
25-11-2025,Uttar Pradesh,Shrawasti,15,35,0
25-11-2025,Uttar Pradesh,Siddharthnagar,50,58,2
25-11-2025,Uttar Pradesh,Sitapur,61,80,2
25-11-2025,Uttar Pradesh,Sonbhadra,30,14,1
25-11-2025,Uttar Pradesh,Sultanpur,67,40,0
25-11-2025,Uttar Pradesh,Unnao,68,40,0
25-11-2025,Uttar Pradesh,Varanasi,81,100,0
25-11-2025,Uttarakhand,Almora,16,4,0
25-11-2025,Uttarakhand,Bageshwar,14,0,0
25-11-2025,Uttarakhand,Chamoli,11,1,0
25-11-2025,Uttarakhand,Champawat,10,3,0
25-11-2025,Uttarakhand,Dehradun,51,16,1
25-11-2025,Uttarakhand,Haridwar,49,11,0
25-11-2025,Uttarakhand,Nainital,55,6,0
25-11-2025,Uttarakhand,Pauri Garhwal,23,4,0
25-11-2025,Uttarakhand,Pithoragarh,8,3,0
25-11-2025,Uttarakhand,Rudraprayag,10,2,0
25-11-2025,Uttarakhand,Tehri Garhwal,22,5,0
25-11-2025,Uttarakhand,Udham Singh Nagar,47,12,0
25-11-2025,Uttarakhand,Uttarkashi,8,2,0
25-11-2025,West Bangal,Hooghly,0,1,0
25-11-2025,West Bengal,Alipurduar,14,7,0
25-11-2025,West Bengal,Bankura,149,26,0
25-11-2025,West Bengal,Barddhaman,211,44,1
25-11-2025,West Bengal,Bardhaman,25,2,0
25-11-2025,West Bengal,Birbhum,171,24,0
25-11-2025,West Bengal,Cooch Behar,92,30,0
25-11-2025,West Bengal,Dakshin Dinajpur,81,13,0
25-11-2025,West Bengal,Darjeeling,48,15,2
25-11-2025,West Bengal,Darjiling,9,1,0
25-11-2025,West Bengal,East Midnapore,36,2,0
25-11-2025,West Bengal,Haora,33,9,0
25-11-2025,West Bengal,Hooghly,189,51,1
25-11-2025,West Bengal,Howrah,139,32,0
25-11-2025,West Bengal,Hugli,3,0,0
25-11-2025,West Bengal,Jalpaiguri,100,48,1
25-11-2025,West Bengal,Jhargram,11,2,0
25-11-2025,West Bengal,Kalimpong,0,1,0
25-11-2025,West Bengal,Koch Bihar,23,12,0
25-11-2025,West Bengal,Kolkata,71,42,4
25-11-2025,West Bengal,Malda,93,55,0
25-11-2025,West Bengal,Maldah,12,2,0
25-11-2025,West Bengal,Medinipur,1,0,0
25-11-2025,West Bengal,Murshidabad,318,54,0
25-11-2025,West Bengal,Nadia,112,38,4
25-11-2025,West Bengal,North 24 Parganas,271,48,4
25-11-2025,West Bengal,North Dinajpur,2,1,0
25-11-2025,West Bengal,North Twenty Four Parganas,16,6,0
25-11-2025,West Bengal,Paschim Bardhaman,19,4,1
25-11-2025,West Bengal,Paschim Medinipur,203,41,0
25-11-2025,West Bengal,Purba Bardhaman,38,6,0
25-11-2025,West Bengal,Purba Medinipur,192,18,0
25-11-2025,West Bengal,Purulia,8,2,0
25-11-2025,West Bengal,Puruliya,105,29,0
25-11-2025,West Bengal,South 24 Parganas,291,74,1
25-11-2025,West Bengal,South Dinajpur,5,0,0
25-11-2025,West Bengal,South Twenty Four Parganas,47,9,0
25-11-2025,West Bengal,Uttar Dinajpur,91,24,2
25-11-2025,West Bengal,West Midnapore,24,8,0
25-11-2025,Westbengal,Hooghly,0,1,0
25-12-2025,100000,100000,0,0,4
25-12-2025,Andaman & Nicobar Islands,Andamans,1,0,0
25-12-2025,Andaman and Nicobar Islands,North And Middle Andaman,1,0,0
25-12-2025,Andaman and Nicobar Islands,South Andaman,2,0,0
25-12-2025,Andhra Pradesh,Adilabad,3,4,0
25-12-2025,Andhra Pradesh,Alluri Sitharama Raju,14,0,0
25-12-2025,Andhra Pradesh,Anakapalli,6,0,0
25-12-2025,Andhra Pradesh,Anantapur,26,4,0
25-12-2025,Andhra Pradesh,Ananthapur,10,2,0
25-12-2025,Andhra Pradesh,Ananthapuramu,28,4,0
25-12-2025,Andhra Pradesh,Annamayya,7,1,0
25-12-2025,Andhra Pradesh,Bapatla,2,1,1
25-12-2025,Andhra Pradesh,Chittoor,72,17,0
25-12-2025,Andhra Pradesh,Cuddapah,34,7,0
25-12-2025,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,5,1,0
25-12-2025,Andhra Pradesh,East Godavari,56,5,1
25-12-2025,Andhra Pradesh,Eluru,7,1,1
25-12-2025,Andhra Pradesh,Guntur,71,23,3
25-12-2025,Andhra Pradesh,Hyderabad,26,21,0
25-12-2025,Andhra Pradesh,Kakinada,8,2,0
25-12-2025,Andhra Pradesh,Karimnagar,1,1,0
25-12-2025,Andhra Pradesh,Khammam,0,2,0
25-12-2025,Andhra Pradesh,Krishna,42,7,1
25-12-2025,Andhra Pradesh,Kurnool,71,12,0
25-12-2025,Andhra Pradesh,Mahabub Nagar,8,4,0
25-12-2025,Andhra Pradesh,Mahbubnagar,5,6,0
25-12-2025,Andhra Pradesh,Medak,8,0,0
25-12-2025,Andhra Pradesh,N. T. R,8,1,1
25-12-2025,Andhra Pradesh,Nalgonda,6,4,0
25-12-2025,Andhra Pradesh,Nandyal,4,1,0
25-12-2025,Andhra Pradesh,Nellore,53,15,0
25-12-2025,Andhra Pradesh,Nizamabad,3,0,0
25-12-2025,Andhra Pradesh,Palnadu,6,0,0
25-12-2025,Andhra Pradesh,Parvathipuram Manyam,4,0,0
25-12-2025,Andhra Pradesh,Prakasam,40,15,0
25-12-2025,Andhra Pradesh,Rangareddi,16,5,0
25-12-2025,Andhra Pradesh,Sri Potti Sriramulu Nellore,4,5,1
25-12-2025,Andhra Pradesh,Sri Sathya Sai,10,0,1
25-12-2025,Andhra Pradesh,Srikakulam,26,3,0
25-12-2025,Andhra Pradesh,Tirupati,13,15,3
25-12-2025,Andhra Pradesh,Visakhapatnam,76,6,2
25-12-2025,Andhra Pradesh,Vizianagaram,20,0,0
25-12-2025,Andhra Pradesh,Warangal,5,3,0
25-12-2025,Andhra Pradesh,West Godavari,36,9,1
25-12-2025,Andhra Pradesh,Y. S. R,3,0,0
25-12-2025,Arunachal Pradesh,East Kameng,2,3,0
25-12-2025,Arunachal Pradesh,Kra Daadi,0,2,0
25-12-2025,Arunachal Pradesh,Lohit,4,4,0
25-12-2025,Arunachal Pradesh,Longding,0,1,0
25-12-2025,Arunachal Pradesh,Namsai,0,1,0
25-12-2025,Arunachal Pradesh,Papum Pare,2,1,0
25-12-2025,Arunachal Pradesh,Tirap,0,1,0
25-12-2025,Arunachal Pradesh,Upper Siang,1,0,0
25-12-2025,Arunachal Pradesh,West Kameng,0,1,0
25-12-2025,Arunachal Pradesh,West Siang,0,2,0
25-12-2025,Assam,Bajali,1,0,0
25-12-2025,Assam,Baksa,11,10,0
25-12-2025,Assam,Barpeta,21,30,3
25-12-2025,Assam,Biswanath,1,7,0
25-12-2025,Assam,Bongaigaon,6,5,0
25-12-2025,Assam,Cachar,24,39,4
25-12-2025,Assam,Charaideo,4,5,0
25-12-2025,Assam,Chirang,7,12,5
25-12-2025,Assam,Darrang,17,35,0
25-12-2025,Assam,Dhemaji,11,27,0
25-12-2025,Assam,Dhubri,33,44,0
25-12-2025,Assam,Dibrugarh,7,17,0
25-12-2025,Assam,Dima Hasao,0,1,0
25-12-2025,Assam,Goalpara,23,24,3
25-12-2025,Assam,Golaghat,2,31,0
25-12-2025,Assam,Hailakandi,14,17,16
25-12-2025,Assam,Hojai,17,19,0
25-12-2025,Assam,Jorhat,8,12,8
25-12-2025,Assam,Kamrup,40,32,0
25-12-2025,Assam,Kamrup Metro,13,19,3
25-12-2025,Assam,Karbi Anglong,3,17,2
25-12-2025,Assam,Karimganj,47,41,0
25-12-2025,Assam,Kokrajhar,17,5,0
25-12-2025,Assam,Lakhimpur,19,23,0
25-12-2025,Assam,Majuli,3,2,0
25-12-2025,Assam,Marigaon,14,15,4
25-12-2025,Assam,Nagaon,26,34,0
25-12-2025,Assam,Nalbari,10,19,4
25-12-2025,Assam,North Cachar Hills,0,2,0
25-12-2025,Assam,Sibsagar,5,4,0
25-12-2025,Assam,Sonitpur,18,27,0
25-12-2025,Assam,South Salmara Mankachar,4,6,0
25-12-2025,Assam,Sribhumi,0,1,0
25-12-2025,Assam,Tinsukia,21,23,0
25-12-2025,Assam,Udalguri,19,28,1
25-12-2025,Assam,West Karbi Anglong,0,0,25
25-12-2025,Bihar,Araria,53,100,0
25-12-2025,Bihar,Arwal,4,65,1
25-12-2025,Bihar,Aurangabad,31,202,20
25-12-2025,Bihar,Aurangabad(BH),0,2,0
25-12-2025,Bihar,Aurangabad(bh),0,2,0
25-12-2025,Bihar,Banka,59,131,0
25-12-2025,Bihar,Begusarai,55,131,1
25-12-2025,Bihar,Bhagalpur,41,155,1
25-12-2025,Bihar,Bhojpur,25,270,3
25-12-2025,Bihar,Buxar,15,142,3
25-12-2025,Bihar,Darbhanga,55,109,0
25-12-2025,Bihar,East Champaran,62,347,5
25-12-2025,Bihar,Gaya,60,511,10
25-12-2025,Bihar,Gopalganj,37,188,2
25-12-2025,Bihar,Jamui,14,48,0
25-12-2025,Bihar,Jehanabad,7,86,2
25-12-2025,Bihar,Kaimur (Bhabua),19,51,1
25-12-2025,Bihar,Katihar,69,67,3
25-12-2025,Bihar,Khagaria,43,100,0
25-12-2025,Bihar,Kishanganj,20,30,0
25-12-2025,Bihar,Lakhisarai,21,59,0
25-12-2025,Bihar,Madhepura,47,126,0
25-12-2025,Bihar,Madhubani,95,229,1
25-12-2025,Bihar,Monghyr,1,0,0
25-12-2025,Bihar,Munger,15,88,0
25-12-2025,Bihar,Muzaffarpur,53,186,56
25-12-2025,Bihar,Nalanda,22,214,1
25-12-2025,Bihar,Nawada,23,263,0
25-12-2025,Bihar,Pashchim Champaran,0,1,0
25-12-2025,Bihar,Patna,64,325,14
25-12-2025,Bihar,Purba Champaran,2,2,0
25-12-2025,Bihar,Purnea,1,4,0
25-12-2025,Bihar,Purnia,90,133,1
25-12-2025,Bihar,Rohtas,30,171,2
25-12-2025,Bihar,Saharsa,22,108,1
25-12-2025,Bihar,Samastipur,94,173,3
25-12-2025,Bihar,Samstipur,0,1,0
25-12-2025,Bihar,Saran,64,383,2
25-12-2025,Bihar,Sheikhpura,6,28,0
25-12-2025,Bihar,Sheohar,9,30,0
25-12-2025,Bihar,Sitamarhi,60,210,3
25-12-2025,Bihar,Siwan,41,179,1
25-12-2025,Bihar,Supaul,49,114,2
25-12-2025,Bihar,Vaishali,62,193,0
25-12-2025,Bihar,West Champaran,71,433,5
25-12-2025,Chandigarh,Chandigarh,20,8,0
25-12-2025,Chhattisgarh,Balod,13,0,0
25-12-2025,Chhattisgarh,Baloda Bazar,24,11,0
25-12-2025,Chhattisgarh,Balrampur,32,10,0
25-12-2025,Chhattisgarh,Bastar,85,36,0
25-12-2025,Chhattisgarh,Bemetara,14,4,0
25-12-2025,Chhattisgarh,Bijapur,22,24,27
25-12-2025,Chhattisgarh,Bilaspur,51,25,0
25-12-2025,Chhattisgarh,Dakshin Bastar Dantewada,17,2,0
25-12-2025,Chhattisgarh,Dantewada,9,3,0
25-12-2025,Chhattisgarh,Dhamtari,16,0,0
25-12-2025,Chhattisgarh,Durg,25,10,0
25-12-2025,Chhattisgarh,Gariyaband,10,5,0
25-12-2025,Chhattisgarh,Gaurela-pendra-marwahi,1,0,0
25-12-2025,Chhattisgarh,Janjgir-champa,36,8,0
25-12-2025,Chhattisgarh,Jashpur,19,50,0
25-12-2025,Chhattisgarh,Kabeerdham,6,1,0
25-12-2025,Chhattisgarh,Kanker,19,10,0
25-12-2025,Chhattisgarh,Kawardha,22,3,0
25-12-2025,Chhattisgarh,Khairagarh Chhuikhadan Gandai,2,2,0
25-12-2025,Chhattisgarh,Kondagaon,13,24,0
25-12-2025,Chhattisgarh,Korba,20,4,0
25-12-2025,Chhattisgarh,Koriya,10,5,0
25-12-2025,Chhattisgarh,Mahasamund,20,17,0
25-12-2025,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,3,1,0
25-12-2025,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,1,1,0
25-12-2025,Chhattisgarh,Mungeli,23,8,0
25-12-2025,Chhattisgarh,Narayanpur,3,5,0
25-12-2025,Chhattisgarh,Raigarh,14,16,0
25-12-2025,Chhattisgarh,Raipur,35,7,0
25-12-2025,Chhattisgarh,Rajnandgaon,31,12,0
25-12-2025,Chhattisgarh,Sakti,3,1,0
25-12-2025,Chhattisgarh,Sarangarh-Bilaigarh,3,1,0
25-12-2025,Chhattisgarh,Sukma,1,14,0
25-12-2025,Chhattisgarh,Surajpur,29,19,1
25-12-2025,Chhattisgarh,Surguja,26,15,0
25-12-2025,Chhattisgarh,Uttar Bastar Kanker,8,2,0
25-12-2025,Dadra & Nagar Haveli,Dadra & Nagar Haveli,1,0,0
25-12-2025,Dadra and Nagar Haveli,Dadra and Nagar Haveli,10,1,1
25-12-2025,Daman and Diu,Daman,2,0,0
25-12-2025,Daman and Diu,Diu,2,0,0
25-12-2025,Delhi,Central Delhi,8,8,1
25-12-2025,Delhi,East Delhi,44,13,1
25-12-2025,Delhi,New Delhi,1,1,0
25-12-2025,Delhi,North Delhi,21,16,1
25-12-2025,Delhi,North East,12,6,0
25-12-2025,Delhi,North East Delhi,45,24,0
25-12-2025,Delhi,North West Delhi,103,39,1
25-12-2025,Delhi,Shahdara,4,1,0
25-12-2025,Delhi,South Delhi,80,44,2
25-12-2025,Delhi,South East Delhi,1,0,0
25-12-2025,Delhi,South West Delhi,56,17,2
25-12-2025,Delhi,West Delhi,43,28,2
25-12-2025,Goa,North Goa,13,2,2
25-12-2025,Goa,South Goa,6,3,0
25-12-2025,Gujarat,Ahmadabad,14,6,0
25-12-2025,Gujarat,Ahmedabad,142,106,11
25-12-2025,Gujarat,Amreli,60,8,4
25-12-2025,Gujarat,Anand,72,15,25
25-12-2025,Gujarat,Arvalli,34,8,0
25-12-2025,Gujarat,Banas Kantha,0,1,0
25-12-2025,Gujarat,Banaskantha,127,102,8
25-12-2025,Gujarat,Bharuch,41,10,1
25-12-2025,Gujarat,Bhavnagar,90,15,8
25-12-2025,Gujarat,Botad,15,4,3
25-12-2025,Gujarat,Chhotaudepur,19,3,0
25-12-2025,Gujarat,Dahod,49,28,1
25-12-2025,Gujarat,Devbhumi Dwarka,13,3,0
25-12-2025,Gujarat,Dohad,8,6,0
25-12-2025,Gujarat,Gandhinagar,55,18,12
25-12-2025,Gujarat,Gir Somnath,28,11,4
25-12-2025,Gujarat,Jamnagar,49,9,1
25-12-2025,Gujarat,Junagadh,78,13,0
25-12-2025,Gujarat,Kachchh,85,32,13
25-12-2025,Gujarat,Kheda,64,26,2
25-12-2025,Gujarat,Mahesana,61,12,11
25-12-2025,Gujarat,Mahisagar,20,3,4
25-12-2025,Gujarat,Morbi,20,17,13
25-12-2025,Gujarat,Narmada,12,4,1
25-12-2025,Gujarat,Navsari,33,5,0
25-12-2025,Gujarat,Panch Mahals,0,1,0
25-12-2025,Gujarat,Panchmahals,43,17,0
25-12-2025,Gujarat,Patan,29,19,5
25-12-2025,Gujarat,Porbandar,13,2,0
25-12-2025,Gujarat,Rajkot,91,31,3
25-12-2025,Gujarat,Sabar Kantha,4,1,0
25-12-2025,Gujarat,Sabarkantha,35,17,10
25-12-2025,Gujarat,Surat,149,59,12
25-12-2025,Gujarat,Surendra Nagar,84,24,11
25-12-2025,Gujarat,Surendranagar,5,0,0
25-12-2025,Gujarat,Tapi,12,3,4
25-12-2025,Gujarat,The Dangs,9,2,0
25-12-2025,Gujarat,Vadodara,92,53,8
25-12-2025,Gujarat,Valsad,71,14,1
25-12-2025,Haryana,Ambala,25,2,0
25-12-2025,Haryana,Bhiwani,30,4,0
25-12-2025,Haryana,Charkhi Dadri,5,1,0
25-12-2025,Haryana,Faridabad,38,29,0
25-12-2025,Haryana,Fatehabad,33,1,0
25-12-2025,Haryana,Gurgaon,44,15,2
25-12-2025,Haryana,Hisar,47,2,0
25-12-2025,Haryana,Jhajjar,24,2,0
25-12-2025,Haryana,Jind,47,1,0
25-12-2025,Haryana,Kaithal,26,1,0
25-12-2025,Haryana,Karnal,33,6,0
25-12-2025,Haryana,Kurukshetra,20,0,0
25-12-2025,Haryana,Mahendragarh,36,1,0
25-12-2025,Haryana,Mewat,69,6,0
25-12-2025,Haryana,Palwal,40,11,0
25-12-2025,Haryana,Panchkula,11,5,0
25-12-2025,Haryana,Panipat,30,5,0
25-12-2025,Haryana,Rewari,18,1,0
25-12-2025,Haryana,Rohtak,26,3,0
25-12-2025,Haryana,Sirsa,41,7,0
25-12-2025,Haryana,Sonipat,37,5,0
25-12-2025,Haryana,Yamuna Nagar,28,2,0
25-12-2025,Haryana,Yamunanagar,1,0,0
25-12-2025,Himachal Pradesh,Bilaspur,13,1,0
25-12-2025,Himachal Pradesh,Chamba,9,0,0
25-12-2025,Himachal Pradesh,Hamirpur,5,0,0
25-12-2025,Himachal Pradesh,Kangra,24,1,0
25-12-2025,Himachal Pradesh,Kullu,8,6,0
25-12-2025,Himachal Pradesh,Mandi,30,0,0
25-12-2025,Himachal Pradesh,Shimla,10,5,0
25-12-2025,Himachal Pradesh,Sirmaur,17,0,0
25-12-2025,Himachal Pradesh,Solan,8,0,0
25-12-2025,Himachal Pradesh,Una,5,0,0
25-12-2025,Jammu & Kashmir,Bandipur,1,0,0
25-12-2025,Jammu and Kashmir,Anantnag,24,3,0
25-12-2025,Jammu and Kashmir,Badgam,15,4,0
25-12-2025,Jammu and Kashmir,Bandipore,14,4,0
25-12-2025,Jammu and Kashmir,Baramula,37,5,0
25-12-2025,Jammu and Kashmir,Budgam,8,1,1
25-12-2025,Jammu and Kashmir,Doda,22,15,0
25-12-2025,Jammu and Kashmir,Ganderbal,1,0,0
25-12-2025,Jammu and Kashmir,Jammu,39,11,2
25-12-2025,Jammu and Kashmir,Kargil,5,3,0
25-12-2025,Jammu and Kashmir,Kathua,25,3,0
25-12-2025,Jammu and Kashmir,Kishtwar,10,5,0
25-12-2025,Jammu and Kashmir,Kulgam,13,8,0
25-12-2025,Jammu and Kashmir,Kupwara,19,5,0
25-12-2025,Jammu and Kashmir,Pulwama,20,2,0
25-12-2025,Jammu and Kashmir,Punch,11,5,0
25-12-2025,Jammu and Kashmir,Rajouri,27,8,0
25-12-2025,Jammu and Kashmir,Ramban,24,10,0
25-12-2025,Jammu and Kashmir,Reasi,11,12,0
25-12-2025,Jammu and Kashmir,Samba,3,2,0
25-12-2025,Jammu and Kashmir,Shupiyan,12,2,0
25-12-2025,Jammu and Kashmir,Srinagar,18,5,0
25-12-2025,Jammu and Kashmir,Udhampur,18,8,0
25-12-2025,Jharkhand,Bokaro,19,47,0
25-12-2025,Jharkhand,Chatra,19,66,0
25-12-2025,Jharkhand,Deoghar,37,83,9
25-12-2025,Jharkhand,Dhanbad,42,39,0
25-12-2025,Jharkhand,Dumka,16,54,0
25-12-2025,Jharkhand,East Singhbhum,32,32,2
25-12-2025,Jharkhand,Garhwa,29,23,0
25-12-2025,Jharkhand,Garhwa *,3,2,0
25-12-2025,Jharkhand,Giridih,62,134,0
25-12-2025,Jharkhand,Godda,21,40,0
25-12-2025,Jharkhand,Gumla,29,26,0
25-12-2025,Jharkhand,Hazaribag,1,5,0
25-12-2025,Jharkhand,Hazaribagh,32,41,0
25-12-2025,Jharkhand,Jamtara,33,23,0
25-12-2025,Jharkhand,Khunti,10,7,0
25-12-2025,Jharkhand,Kodarma,0,3,0
25-12-2025,Jharkhand,Koderma,24,29,0
25-12-2025,Jharkhand,Latehar,19,13,0
25-12-2025,Jharkhand,Lohardaga,30,12,0
25-12-2025,Jharkhand,Pakaur,1,1,0
25-12-2025,Jharkhand,Pakur,3,5,0
25-12-2025,Jharkhand,Palamau,0,3,0
25-12-2025,Jharkhand,Palamu,52,34,0
25-12-2025,Jharkhand,Pashchimi Singhbhum,1,5,0
25-12-2025,Jharkhand,Purbi Singhbhum,3,4,0
25-12-2025,Jharkhand,Ramgarh,17,27,0
25-12-2025,Jharkhand,Ranchi,35,43,0
25-12-2025,Jharkhand,Sahebganj,13,39,0
25-12-2025,Jharkhand,Sahibganj,1,1,0
25-12-2025,Jharkhand,Seraikela-Kharsawan,11,16,0
25-12-2025,Jharkhand,Seraikela-kharsawan,4,2,0
25-12-2025,Jharkhand,Simdega,10,4,0
25-12-2025,Jharkhand,West Singhbhum,28,57,0
25-12-2025,Karnataka,Bagalkot,69,19,3
25-12-2025,Karnataka,Bagalkot *,1,2,0
25-12-2025,Karnataka,Ballari,22,6,0
25-12-2025,Karnataka,Bangalore,42,21,0
25-12-2025,Karnataka,Bangalore Rural,22,6,0
25-12-2025,Karnataka,Belagavi,69,11,1
25-12-2025,Karnataka,Belgaum,47,18,0
25-12-2025,Karnataka,Bellary,49,5,0
25-12-2025,Karnataka,Bengaluru,97,125,8
25-12-2025,Karnataka,Bengaluru South,0,6,0
25-12-2025,Karnataka,Bidar,43,14,0
25-12-2025,Karnataka,Bijapur,33,19,0
25-12-2025,Karnataka,Chamarajanagar,3,1,0
25-12-2025,Karnataka,Chamrajanagar,13,3,0
25-12-2025,Karnataka,Chamrajnagar,4,0,0
25-12-2025,Karnataka,Chickmagalur,11,1,0
25-12-2025,Karnataka,Chikkaballapur,41,9,0
25-12-2025,Karnataka,Chikkamagaluru,12,4,0
25-12-2025,Karnataka,Chikmagalur,4,0,0
25-12-2025,Karnataka,Chitradurga,37,8,0
25-12-2025,Karnataka,Dakshina Kannada,58,10,0
25-12-2025,Karnataka,Davanagere,6,1,0
25-12-2025,Karnataka,Davangere,45,7,0
25-12-2025,Karnataka,Dharwad,53,5,0
25-12-2025,Karnataka,Gadag,22,7,0
25-12-2025,Karnataka,Gulbarga,46,13,0
25-12-2025,Karnataka,Hasan,8,1,0
25-12-2025,Karnataka,Hassan,19,2,0
25-12-2025,Karnataka,Haveri,35,3,0
25-12-2025,Karnataka,Haveri *,4,0,0
25-12-2025,Karnataka,Kalaburagi,37,14,0
25-12-2025,Karnataka,Kodagu,9,0,0
25-12-2025,Karnataka,Kolar,28,10,0
25-12-2025,Karnataka,Koppal,47,13,2
25-12-2025,Karnataka,Mandya,29,5,0
25-12-2025,Karnataka,Mysore,32,8,0
25-12-2025,Karnataka,Mysuru,30,7,2
25-12-2025,Karnataka,Raichur,53,28,6
25-12-2025,Karnataka,Ramanagar,20,3,0
25-12-2025,Karnataka,Shimoga,20,2,0
25-12-2025,Karnataka,Shivamogga,21,5,0
25-12-2025,Karnataka,Tumakuru,30,4,0
25-12-2025,Karnataka,Tumkur,46,4,0
25-12-2025,Karnataka,Udupi,34,4,4
25-12-2025,Karnataka,Uttara Kannada,34,3,0
25-12-2025,Karnataka,Vijayanagara,22,5,4
25-12-2025,Karnataka,Vijayapura,47,14,1
25-12-2025,Karnataka,Yadgir,40,32,0
25-12-2025,Karnataka,yadgir,6,1,0
25-12-2025,Kerala,Alappuzha,25,19,11
25-12-2025,Kerala,Ernakulam,31,24,0
25-12-2025,Kerala,Idukki,11,3,0
25-12-2025,Kerala,Kannur,40,26,12
25-12-2025,Kerala,Kasaragod,32,17,0
25-12-2025,Kerala,Kasargod,0,2,0
25-12-2025,Kerala,Kollam,32,16,5
25-12-2025,Kerala,Kottayam,19,22,0
25-12-2025,Kerala,Kozhikode,50,35,4
25-12-2025,Kerala,Malappuram,115,56,1
25-12-2025,Kerala,Palakkad,65,21,3
25-12-2025,Kerala,Pathanamthitta,20,23,3
25-12-2025,Kerala,Thiruvananthapuram,39,24,5
25-12-2025,Kerala,Thrissur,30,40,5
25-12-2025,Kerala,Wayanad,7,2,2
25-12-2025,Ladakh,Kargil,5,1,0
25-12-2025,Ladakh,Leh,0,1,0
