date,state,district,bio_age_5_17,bio_age_17_plus
23-10-2025,Andaman and Nicobar Islands,South Andaman,5,2
23-10-2025,Andhra Pradesh,Anantapur,4,3
23-10-2025,Andhra Pradesh,Ananthapur,4,2
23-10-2025,Andhra Pradesh,Ananthapuramu,2,1
23-10-2025,Andhra Pradesh,Chittoor,4,3
23-10-2025,Andhra Pradesh,Cuddapah,10,6
23-10-2025,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,1,1
23-10-2025,Andhra Pradesh,East Godavari,16,6
23-10-2025,Andhra Pradesh,Guntur,2,7
23-10-2025,Andhra Pradesh,Hyderabad,1,6
23-10-2025,Andhra Pradesh,K.V.Rangareddy,0,1
23-10-2025,Andhra Pradesh,K.v. Rangareddy,1,0
23-10-2025,Andhra Pradesh,Kakinada,1,1
23-10-2025,Andhra Pradesh,Khammam,3,2
23-10-2025,Andhra Pradesh,Krishna,7,2
23-10-2025,Andhra Pradesh,Kurnool,9,5
23-10-2025,Andhra Pradesh,Mahabub Nagar,0,2
23-10-2025,Andhra Pradesh,Medak,1,1
23-10-2025,Andhra Pradesh,N. T. R,1,0
23-10-2025,Andhra Pradesh,Nalgonda,1,2
23-10-2025,Andhra Pradesh,Nandyal,1,0
23-10-2025,Andhra Pradesh,Nellore,3,6
23-10-2025,Andhra Pradesh,Palnadu,1,0
23-10-2025,Andhra Pradesh,Prakasam,4,3
23-10-2025,Andhra Pradesh,Rangareddi,4,2
23-10-2025,Andhra Pradesh,Sri Potti Sriramulu Nellore,0,1
23-10-2025,Andhra Pradesh,Srikakulam,3,5
23-10-2025,Andhra Pradesh,Visakhapatnam,6,6
23-10-2025,Andhra Pradesh,Vizianagaram,3,8
23-10-2025,Andhra Pradesh,Warangal,1,0
23-10-2025,Andhra Pradesh,West Godavari,6,4
23-10-2025,Andhra Pradesh,Y. S. R,0,1
23-10-2025,Arunachal Pradesh,Changlang,2,0
23-10-2025,Arunachal Pradesh,East Kameng,1,0
23-10-2025,Arunachal Pradesh,East Siang,1,0
23-10-2025,Arunachal Pradesh,Lower Dibang Valley,0,1
23-10-2025,Arunachal Pradesh,Lower Subansiri,1,0
23-10-2025,Arunachal Pradesh,Namsai,1,0
23-10-2025,Arunachal Pradesh,Papum Pare,1,1
23-10-2025,Arunachal Pradesh,Tirap,1,0
23-10-2025,Arunachal Pradesh,Upper Siang,2,1
23-10-2025,Arunachal Pradesh,Upper Subansiri,1,0
23-10-2025,Arunachal Pradesh,West Kameng,1,0
23-10-2025,Assam,Baksa,1,3
23-10-2025,Assam,Barpeta,9,10
23-10-2025,Assam,Biswanath,1,2
23-10-2025,Assam,Bongaigaon,3,0
23-10-2025,Assam,Cachar,2,6
23-10-2025,Assam,Charaideo,4,1
23-10-2025,Assam,Chirang,3,0
23-10-2025,Assam,Darrang,2,4
23-10-2025,Assam,Dhemaji,1,3
23-10-2025,Assam,Dhubri,4,8
23-10-2025,Assam,Goalpara,3,4
23-10-2025,Assam,Golaghat,0,4
23-10-2025,Assam,Hailakandi,1,2
23-10-2025,Assam,Hojai,3,2
23-10-2025,Assam,Jorhat,2,3
23-10-2025,Assam,Kamrup,4,8
23-10-2025,Assam,Kamrup Metro,2,0
23-10-2025,Assam,Karbi Anglong,1,3
23-10-2025,Assam,Karimganj,2,3
23-10-2025,Assam,Kokrajhar,3,10
23-10-2025,Assam,Lakhimpur,2,7
23-10-2025,Assam,Marigaon,4,11
23-10-2025,Assam,Nagaon,10,20
23-10-2025,Assam,Nalbari,1,1
23-10-2025,Assam,Sibsagar,2,1
23-10-2025,Assam,Sonitpur,3,3
23-10-2025,Assam,South Salmara Mankachar,1,0
23-10-2025,Assam,Tinsukia,1,1
23-10-2025,Assam,Udalguri,1,5
23-10-2025,Assam,West Karbi Anglong,0,3
23-10-2025,Bihar,Araria,15,34
23-10-2025,Bihar,Arwal,5,8
23-10-2025,Bihar,Aurangabad,4,13
23-10-2025,Bihar,Banka,12,11
23-10-2025,Bihar,Begusarai,13,13
23-10-2025,Bihar,Bhagalpur,15,21
23-10-2025,Bihar,Bhojpur,16,15
23-10-2025,Bihar,Buxar,12,9
23-10-2025,Bihar,Darbhanga,22,23
23-10-2025,Bihar,East Champaran,30,28
23-10-2025,Bihar,Gaya,8,22
23-10-2025,Bihar,Gopalganj,9,15
23-10-2025,Bihar,Jamui,15,13
23-10-2025,Bihar,Jehanabad,6,7
23-10-2025,Bihar,Kaimur (Bhabua),16,9
23-10-2025,Bihar,Katihar,20,29
23-10-2025,Bihar,Khagaria,6,7
23-10-2025,Bihar,Kishanganj,16,19
23-10-2025,Bihar,Lakhisarai,8,7
23-10-2025,Bihar,Madhepura,7,17
23-10-2025,Bihar,Madhubani,26,31
23-10-2025,Bihar,Munger,7,4
23-10-2025,Bihar,Muzaffarpur,24,32
23-10-2025,Bihar,Nalanda,17,19
23-10-2025,Bihar,Nawada,10,4
23-10-2025,Bihar,Patna,22,28
23-10-2025,Bihar,Purnea,0,5
23-10-2025,Bihar,Purnia,27,33
23-10-2025,Bihar,Rohtas,8,13
23-10-2025,Bihar,Saharsa,11,24
23-10-2025,Bihar,Samastipur,15,28
23-10-2025,Bihar,Saran,28,31
23-10-2025,Bihar,Sheikhpura,4,5
23-10-2025,Bihar,Sheohar,5,7
23-10-2025,Bihar,Sitamarhi,19,27
23-10-2025,Bihar,Siwan,17,30
23-10-2025,Bihar,Supaul,11,21
23-10-2025,Bihar,Vaishali,28,31
23-10-2025,Bihar,West Champaran,17,25
23-10-2025,Chandigarh,Chandigarh,6,2
23-10-2025,Chhattisgarh,Balod,1,4
23-10-2025,Chhattisgarh,Baloda Bazar,19,28
23-10-2025,Chhattisgarh,Balrampur,3,6
23-10-2025,Chhattisgarh,Bastar,0,6
23-10-2025,Chhattisgarh,Bemetara,8,7
23-10-2025,Chhattisgarh,Bijapur,1,1
23-10-2025,Chhattisgarh,Bilaspur,33,20
23-10-2025,Chhattisgarh,Dakshin Bastar Dantewada,1,0
23-10-2025,Chhattisgarh,Dantewada,0,3
23-10-2025,Chhattisgarh,Dhamtari,11,7
23-10-2025,Chhattisgarh,Durg,2,8
23-10-2025,Chhattisgarh,Gariyaband,3,11
23-10-2025,Chhattisgarh,Janjgir-champa,26,35
23-10-2025,Chhattisgarh,Jashpur,8,9
23-10-2025,Chhattisgarh,Kabeerdham,6,3
23-10-2025,Chhattisgarh,Kanker,4,5
23-10-2025,Chhattisgarh,Kawardha,6,16
23-10-2025,Chhattisgarh,Kondagaon,0,9
23-10-2025,Chhattisgarh,Korba,4,19
23-10-2025,Chhattisgarh,Koriya,4,7
23-10-2025,Chhattisgarh,Mahasamund,4,23
23-10-2025,Chhattisgarh,Mungeli,5,5
23-10-2025,Chhattisgarh,Narayanpur,2,3
23-10-2025,Chhattisgarh,Raigarh,18,82
23-10-2025,Chhattisgarh,Raipur,6,16
23-10-2025,Chhattisgarh,Rajnandgaon,14,10
23-10-2025,Chhattisgarh,Sakti,0,1
23-10-2025,Chhattisgarh,Sukma,1,2
23-10-2025,Chhattisgarh,Surajpur,19,9
23-10-2025,Chhattisgarh,Surguja,3,3
23-10-2025,Chhattisgarh,Uttar Bastar Kanker,0,1
23-10-2025,Dadra and Nagar Haveli,Dadra and Nagar Haveli,2,1
23-10-2025,Delhi,Central Delhi,5,5
23-10-2025,Delhi,East Delhi,4,8
23-10-2025,Delhi,New Delhi,1,0
23-10-2025,Delhi,North Delhi,3,0
23-10-2025,Delhi,North East,0,6
23-10-2025,Delhi,North East Delhi,3,9
23-10-2025,Delhi,North West Delhi,17,15
23-10-2025,Delhi,Shahdara,1,0
23-10-2025,Delhi,South Delhi,10,14
23-10-2025,Delhi,South West Delhi,13,10
23-10-2025,Delhi,West Delhi,9,9
23-10-2025,Goa,North Goa,10,3
23-10-2025,Goa,South Goa,2,0
23-10-2025,Gujarat,Ahmedabad,1,1
23-10-2025,Gujarat,Bhavnagar,0,1
23-10-2025,Gujarat,Dahod,0,1
23-10-2025,Gujarat,Kachchh,1,0
23-10-2025,Gujarat,Mahisagar,0,1
23-10-2025,Gujarat,Navsari,0,1
23-10-2025,Gujarat,Panch Mahals,0,1
23-10-2025,Gujarat,Panchmahals,0,1
23-10-2025,Gujarat,Patan,0,1
23-10-2025,Gujarat,Porbandar,0,1
23-10-2025,Gujarat,Rajkot,0,3
23-10-2025,Gujarat,Sabarkantha,0,1
23-10-2025,Gujarat,Surat,2,4
23-10-2025,Gujarat,Surendra Nagar,1,0
23-10-2025,Gujarat,Tapi,0,1
23-10-2025,Gujarat,The Dangs,0,1
23-10-2025,Gujarat,Vadodara,1,2
23-10-2025,Gujarat,Valsad,1,0
23-10-2025,Haryana,Ambala,1,8
23-10-2025,Haryana,Bhiwani,10,10
23-10-2025,Haryana,Charkhi Dadri,2,2
23-10-2025,Haryana,Faridabad,17,6
23-10-2025,Haryana,Fatehabad,3,3
23-10-2025,Haryana,Gurgaon,11,7
23-10-2025,Haryana,Hisar,17,13
23-10-2025,Haryana,Jhajjar,7,6
23-10-2025,Haryana,Jind,15,16
23-10-2025,Haryana,Kaithal,5,3
23-10-2025,Haryana,Karnal,9,13
23-10-2025,Haryana,Kurukshetra,2,9
23-10-2025,Haryana,Mahendragarh,3,4
23-10-2025,Haryana,Mewat,18,16
23-10-2025,Haryana,Palwal,3,5
23-10-2025,Haryana,Panchkula,3,2
23-10-2025,Haryana,Panipat,8,14
23-10-2025,Haryana,Rewari,1,3
23-10-2025,Haryana,Rohtak,2,9
23-10-2025,Haryana,Sirsa,4,5
23-10-2025,Haryana,Sonipat,16,15
23-10-2025,Haryana,Yamuna Nagar,11,7
23-10-2025,Himachal Pradesh,Bilaspur,2,1
23-10-2025,Himachal Pradesh,Chamba,3,4
23-10-2025,Himachal Pradesh,Hamirpur,4,2
23-10-2025,Himachal Pradesh,Kangra,19,12
23-10-2025,Himachal Pradesh,Kinnaur,3,0
23-10-2025,Himachal Pradesh,Kullu,2,1
23-10-2025,Himachal Pradesh,Mandi,12,12
23-10-2025,Himachal Pradesh,Shimla,9,8
23-10-2025,Himachal Pradesh,Sirmaur,5,1
23-10-2025,Himachal Pradesh,Solan,8,5
23-10-2025,Himachal Pradesh,Una,9,1
23-10-2025,Jammu & Kashmir,Anantnag,1,0
23-10-2025,Jammu and Kashmir,Anantnag,2,1
23-10-2025,Jammu and Kashmir,Bandipore,2,1
23-10-2025,Jammu and Kashmir,Baramula,3,1
23-10-2025,Jammu and Kashmir,Budgam,1,0
23-10-2025,Jammu and Kashmir,Doda,4,2
23-10-2025,Jammu and Kashmir,Jammu,11,7
23-10-2025,Jammu and Kashmir,Kargil,1,0
23-10-2025,Jammu and Kashmir,Kathua,1,2
23-10-2025,Jammu and Kashmir,Kishtwar,1,0
23-10-2025,Jammu and Kashmir,Kulgam,1,1
23-10-2025,Jammu and Kashmir,Kupwara,2,4
23-10-2025,Jammu and Kashmir,Leh,7,0
23-10-2025,Jammu and Kashmir,Pulwama,2,0
23-10-2025,Jammu and Kashmir,Punch,5,4
23-10-2025,Jammu and Kashmir,Rajouri,1,6
23-10-2025,Jammu and Kashmir,Ramban,8,5
23-10-2025,Jammu and Kashmir,Reasi,1,1
23-10-2025,Jammu and Kashmir,Samba,1,0
23-10-2025,Jammu and Kashmir,Shupiyan,1,0
23-10-2025,Jammu and Kashmir,Srinagar,5,4
23-10-2025,Jammu and Kashmir,Udhampur,2,2
23-10-2025,Jharkhand,Bokaro,14,11
23-10-2025,Jharkhand,Chatra,2,5
23-10-2025,Jharkhand,Deoghar,11,3
23-10-2025,Jharkhand,Dhanbad,10,14
23-10-2025,Jharkhand,Dumka,11,7
23-10-2025,Jharkhand,East Singhbhum,9,7
23-10-2025,Jharkhand,Garhwa,2,12
23-10-2025,Jharkhand,Garhwa *,1,1
23-10-2025,Jharkhand,Giridih,15,10
23-10-2025,Jharkhand,Godda,11,6
23-10-2025,Jharkhand,Gumla,9,6
23-10-2025,Jharkhand,Hazaribag,0,3
23-10-2025,Jharkhand,Hazaribagh,4,4
23-10-2025,Jharkhand,Jamtara,6,3
23-10-2025,Jharkhand,Khunti,2,6
23-10-2025,Jharkhand,Kodarma,0,2
23-10-2025,Jharkhand,Koderma,2,3
23-10-2025,Jharkhand,Latehar,2,3
23-10-2025,Jharkhand,Lohardaga,2,5
23-10-2025,Jharkhand,Pakur,1,0
23-10-2025,Jharkhand,Palamu,7,3
23-10-2025,Jharkhand,Purbi Singhbhum,0,3
23-10-2025,Jharkhand,Ramgarh,4,4
23-10-2025,Jharkhand,Ranchi,8,23
23-10-2025,Jharkhand,Sahebganj,7,4
23-10-2025,Jharkhand,Seraikela-Kharsawan,6,6
23-10-2025,Jharkhand,Seraikela-kharsawan,0,4
23-10-2025,Jharkhand,Simdega,2,5
23-10-2025,Jharkhand,West Singhbhum,11,14
23-10-2025,Karnataka,Bangalore,0,2
23-10-2025,Karnataka,Belgaum,1,0
23-10-2025,Karnataka,Bengaluru,3,1
23-10-2025,Karnataka,Bidar,1,0
23-10-2025,Karnataka,Chikkaballapur,1,0
23-10-2025,Karnataka,Dakshina Kannada,3,0
23-10-2025,Karnataka,Davangere,1,0
23-10-2025,Karnataka,Hassan,1,0
23-10-2025,Karnataka,Haveri,0,1
23-10-2025,Karnataka,Raichur,0,1
23-10-2025,Karnataka,Tumakuru,1,1
23-10-2025,Karnataka,Tumkur,0,2
23-10-2025,Karnataka,Uttara Kannada,1,0
23-10-2025,Kerala,Alappuzha,3,9
23-10-2025,Kerala,Ernakulam,4,10
23-10-2025,Kerala,Idukki,0,4
23-10-2025,Kerala,Kannur,4,11
23-10-2025,Kerala,Kasaragod,5,1
23-10-2025,Kerala,Kollam,2,9
23-10-2025,Kerala,Kottayam,1,7
23-10-2025,Kerala,Kozhikode,3,10
23-10-2025,Kerala,Malappuram,8,16
23-10-2025,Kerala,Palakkad,6,12
23-10-2025,Kerala,Pathanamthitta,1,5
23-10-2025,Kerala,Thiruvananthapuram,1,8
23-10-2025,Kerala,Thrissur,2,13
23-10-2025,Kerala,Wayanad,2,2
23-10-2025,Ladakh,Leh,5,0
23-10-2025,Lakshadweep,Lakshadweep,1,0
23-10-2025,Madhya Pradesh,Agar Malwa,2,0
23-10-2025,Madhya Pradesh,Alirajpur,4,4
23-10-2025,Madhya Pradesh,Anuppur,2,2
23-10-2025,Madhya Pradesh,Ashok Nagar,2,0
23-10-2025,Madhya Pradesh,Balaghat,15,6
23-10-2025,Madhya Pradesh,Barwani,4,1
23-10-2025,Madhya Pradesh,Betul,11,7
23-10-2025,Madhya Pradesh,Bhind,3,5
23-10-2025,Madhya Pradesh,Bhopal,7,13
23-10-2025,Madhya Pradesh,Burhanpur,4,5
23-10-2025,Madhya Pradesh,Chhatarpur,6,4
23-10-2025,Madhya Pradesh,Chhindwara,8,6
23-10-2025,Madhya Pradesh,Damoh,1,2
23-10-2025,Madhya Pradesh,Datia,3,0
23-10-2025,Madhya Pradesh,Dewas,5,8
23-10-2025,Madhya Pradesh,Dhar,4,6
23-10-2025,Madhya Pradesh,Dindori,2,1
23-10-2025,Madhya Pradesh,East Nimar,2,4
23-10-2025,Madhya Pradesh,Guna,5,7
23-10-2025,Madhya Pradesh,Gwalior,6,5
23-10-2025,Madhya Pradesh,Harda,1,0
23-10-2025,Madhya Pradesh,Hoshangabad,4,5
23-10-2025,Madhya Pradesh,Indore,17,13
23-10-2025,Madhya Pradesh,Jabalpur,5,7
23-10-2025,Madhya Pradesh,Jhabua,1,4
23-10-2025,Madhya Pradesh,Katni,3,1
23-10-2025,Madhya Pradesh,Khandwa,3,2
23-10-2025,Madhya Pradesh,Khargone,6,10
23-10-2025,Madhya Pradesh,Mandla,6,2
23-10-2025,Madhya Pradesh,Mandsaur,1,4
23-10-2025,Madhya Pradesh,Mauganj,0,1
23-10-2025,Madhya Pradesh,Morena,4,8
23-10-2025,Madhya Pradesh,Narmadapuram,0,1
23-10-2025,Madhya Pradesh,Narsimhapur,0,1
23-10-2025,Madhya Pradesh,Narsinghpur,5,2
23-10-2025,Madhya Pradesh,Neemuch,4,0
23-10-2025,Madhya Pradesh,Panna,3,2
23-10-2025,Madhya Pradesh,Raisen,6,7
23-10-2025,Madhya Pradesh,Rajgarh,1,6
23-10-2025,Madhya Pradesh,Ratlam,0,8
23-10-2025,Madhya Pradesh,Rewa,12,15
23-10-2025,Madhya Pradesh,Sagar,10,9
23-10-2025,Madhya Pradesh,Satna,8,11
23-10-2025,Madhya Pradesh,Sehore,4,2
23-10-2025,Madhya Pradesh,Seoni,3,2
23-10-2025,Madhya Pradesh,Shahdol,1,1
23-10-2025,Madhya Pradesh,Shajapur,6,5
23-10-2025,Madhya Pradesh,Sheopur,1,4
23-10-2025,Madhya Pradesh,Shivpuri,3,5
23-10-2025,Madhya Pradesh,Sidhi,6,4
23-10-2025,Madhya Pradesh,Singrauli,10,3
23-10-2025,Madhya Pradesh,Tikamgarh,2,4
23-10-2025,Madhya Pradesh,Ujjain,14,9
23-10-2025,Madhya Pradesh,Umaria,1,3
23-10-2025,Madhya Pradesh,Vidisha,8,8
23-10-2025,Madhya Pradesh,West Nimar,0,1
23-10-2025,Maharashtra,Ahmadnagar,43,33
23-10-2025,Maharashtra,Ahmed Nagar,1,0
23-10-2025,Maharashtra,Akola,6,18
23-10-2025,Maharashtra,Amravati,28,61
23-10-2025,Maharashtra,Aurangabad,33,114
23-10-2025,Maharashtra,Beed,9,9
23-10-2025,Maharashtra,Bhandara,8,5
23-10-2025,Maharashtra,Bid,0,1
23-10-2025,Maharashtra,Buldana,4,33
23-10-2025,Maharashtra,Buldhana,38,73
23-10-2025,Maharashtra,Chandrapur,6,26
23-10-2025,Maharashtra,Dhule,16,35
23-10-2025,Maharashtra,Gadchiroli,10,64
23-10-2025,Maharashtra,Gondiya,11,11
23-10-2025,Maharashtra,Gondiya *,0,1
23-10-2025,Maharashtra,Hingoli,33,37
23-10-2025,Maharashtra,Jalgaon,12,27
23-10-2025,Maharashtra,Jalna,18,48
23-10-2025,Maharashtra,Kolhapur,9,25
23-10-2025,Maharashtra,Latur,24,45
23-10-2025,Maharashtra,Mumbai,19,33
23-10-2025,Maharashtra,Mumbai City,2,3
23-10-2025,Maharashtra,Mumbai Suburban,17,7
23-10-2025,Maharashtra,Mumbai( Sub Urban ),0,2
23-10-2025,Maharashtra,Nagpur,22,51
23-10-2025,Maharashtra,Nanded,29,119
23-10-2025,Maharashtra,Nandurbar,18,68
23-10-2025,Maharashtra,Nashik,57,57
23-10-2025,Maharashtra,Osmanabad,8,9
23-10-2025,Maharashtra,Palghar,16,6
23-10-2025,Maharashtra,Parbhani,6,8
23-10-2025,Maharashtra,Pune,27,41
23-10-2025,Maharashtra,Raigad,0,3
23-10-2025,Maharashtra,Raigarh,11,24
23-10-2025,Maharashtra,Ratnagiri,17,16
23-10-2025,Maharashtra,Sangli,7,11
23-10-2025,Maharashtra,Satara,6,15
23-10-2025,Maharashtra,Sindhudurg,5,5
23-10-2025,Maharashtra,Solapur,11,19
23-10-2025,Maharashtra,Thane,43,47
23-10-2025,Maharashtra,Wardha,13,33
23-10-2025,Maharashtra,Washim,12,37
23-10-2025,Maharashtra,Yavatmal,3,23
23-10-2025,Manipur,Bishnupur,6,3
23-10-2025,Manipur,Chandel,1,0
23-10-2025,Manipur,Imphal East,9,0
23-10-2025,Manipur,Imphal West,8,0
23-10-2025,Manipur,Senapati,1,0
23-10-2025,Manipur,Thoubal,17,0
23-10-2025,Manipur,Ukhrul,0,1
23-10-2025,Meghalaya,East Garo Hills,1,2
23-10-2025,Meghalaya,Ri Bhoi,1,0
23-10-2025,Meghalaya,South West Garo Hills,0,1
23-10-2025,Mizoram,Aizawl,9,9
23-10-2025,Mizoram,Champhai,1,1
23-10-2025,Mizoram,Kolasib,0,1
23-10-2025,Mizoram,Lawngtlai,1,0
23-10-2025,Mizoram,Serchhip,1,0
23-10-2025,Nagaland,Dimapur,1,3
23-10-2025,Nagaland,Kiphire,1,1
23-10-2025,Nagaland,Kohima,0,1
23-10-2025,Nagaland,Mokokchung,1,3
23-10-2025,Nagaland,Mon,2,8
23-10-2025,Nagaland,Peren,1,1
23-10-2025,Nagaland,Phek,1,1
23-10-2025,Nagaland,Tuensang,0,2
23-10-2025,Nagaland,Wokha,0,1
23-10-2025,Odisha,Angul,3,0
23-10-2025,Odisha,Balangir,5,3
23-10-2025,Odisha,Baleshwar,0,4
23-10-2025,Odisha,Baleswar,9,2
23-10-2025,Odisha,Bargarh,5,0
23-10-2025,Odisha,Bhadrak,3,5
23-10-2025,Odisha,Cuttack,10,2
23-10-2025,Odisha,Debagarh,1,0
23-10-2025,Odisha,Dhenkanal,2,0
23-10-2025,Odisha,Gajapati,5,1
23-10-2025,Odisha,Ganjam,7,4
23-10-2025,Odisha,JAJPUR,1,0
23-10-2025,Odisha,Jagatsinghapur,1,1
23-10-2025,Odisha,Jajapur,0,3
23-10-2025,Odisha,Jharsuguda,4,0
23-10-2025,Odisha,Kalahandi,4,3
23-10-2025,Odisha,Kandhamal,1,1
23-10-2025,Odisha,Kendrapara,4,3
23-10-2025,Odisha,Kendujhar,3,2
23-10-2025,Odisha,Khorda,3,1
23-10-2025,Odisha,Koraput,1,1
23-10-2025,Odisha,Malkangiri,3,2
23-10-2025,Odisha,Mayurbhanj,1,1
23-10-2025,Odisha,Nabarangapur,0,1
23-10-2025,Odisha,Nuapada,2,0
23-10-2025,Odisha,Puri,4,1
23-10-2025,Odisha,Rayagada,3,3
23-10-2025,Odisha,Sambalpur,0,1
23-10-2025,Odisha,Sonapur,5,2
23-10-2025,Odisha,Sundergarh,3,0
23-10-2025,Orissa,Balangir,0,1
23-10-2025,Orissa,Bhadrak,1,0
23-10-2025,Orissa,Cuttack,0,1
23-10-2025,Orissa,Khordha,0,2
23-10-2025,Puducherry,Puducherry,1,0
23-10-2025,Punjab,Amritsar,12,13
23-10-2025,Punjab,Barnala,16,1
23-10-2025,Punjab,Bathinda,3,2
23-10-2025,Punjab,Faridkot,3,3
23-10-2025,Punjab,Fatehgarh Sahib,5,4
23-10-2025,Punjab,Fazilka,4,6
23-10-2025,Punjab,Ferozepur,4,7
23-10-2025,Punjab,Firozpur,0,2
23-10-2025,Punjab,Gurdaspur,8,14
23-10-2025,Punjab,Hoshiarpur,4,10
23-10-2025,Punjab,Jalandhar,4,5
23-10-2025,Punjab,Kapurthala,2,0
23-10-2025,Punjab,Ludhiana,6,7
23-10-2025,Punjab,Mansa,10,2
23-10-2025,Punjab,Moga,5,4
23-10-2025,Punjab,Muktsar,1,4
23-10-2025,Punjab,Pathankot,2,1
23-10-2025,Punjab,Patiala,4,8
23-10-2025,Punjab,Rupnagar,3,8
23-10-2025,Punjab,S.A.S Nagar(Mohali),0,1
23-10-2025,Punjab,SAS Nagar (Mohali),8,6
23-10-2025,Punjab,Sangrur,6,5
23-10-2025,Punjab,Shaheed Bhagat Singh Nagar,2,1
23-10-2025,Punjab,Sri Muktsar Sahib,12,2
23-10-2025,Punjab,Tarn Taran,10,11
23-10-2025,Rajasthan,Ajmer,11,10
23-10-2025,Rajasthan,Alwar,19,21
23-10-2025,Rajasthan,Banswara,5,7
23-10-2025,Rajasthan,Baran,3,2
23-10-2025,Rajasthan,Barmer,25,18
23-10-2025,Rajasthan,Bharatpur,18,16
23-10-2025,Rajasthan,Bhilwara,4,11
23-10-2025,Rajasthan,Bikaner,6,11
23-10-2025,Rajasthan,Bundi,1,7
23-10-2025,Rajasthan,Chittorgarh,5,5
23-10-2025,Rajasthan,Churu,8,5
23-10-2025,Rajasthan,Dausa,5,9
23-10-2025,Rajasthan,Dholpur,7,3
23-10-2025,Rajasthan,Dungarpur,6,4
23-10-2025,Rajasthan,Ganganagar,5,5
23-10-2025,Rajasthan,Hanumangarh,3,5
23-10-2025,Rajasthan,Jaipur,16,43
23-10-2025,Rajasthan,Jaisalmer,1,2
23-10-2025,Rajasthan,Jalor,4,5
23-10-2025,Rajasthan,Jhalawar,2,4
23-10-2025,Rajasthan,Jhunjhunun,3,8
23-10-2025,Rajasthan,Jodhpur,29,19
23-10-2025,Rajasthan,Karauli,9,4
23-10-2025,Rajasthan,Kota,12,8
23-10-2025,Rajasthan,Nagaur,12,15
23-10-2025,Rajasthan,Pali,10,16
23-10-2025,Rajasthan,Pratapgarh,3,2
23-10-2025,Rajasthan,Rajsamand,3,10
23-10-2025,Rajasthan,Sawai Madhopur,7,5
23-10-2025,Rajasthan,Sikar,8,15
23-10-2025,Rajasthan,Sirohi,2,3
23-10-2025,Rajasthan,Tonk,6,4
23-10-2025,Rajasthan,Udaipur,21,19
23-10-2025,Sikkim,East,1,0
23-10-2025,Tamil Nadu,Ariyalur,1,0
23-10-2025,Tamil Nadu,Chennai,8,0
23-10-2025,Tamil Nadu,Coimbatore,1,1
23-10-2025,Tamil Nadu,Dharmapuri,1,1
23-10-2025,Tamil Nadu,Dindigul,3,0
23-10-2025,Tamil Nadu,Kancheepuram,2,1
23-10-2025,Tamil Nadu,Kanniyakumari,1,0
23-10-2025,Tamil Nadu,Kanyakumari,1,0
23-10-2025,Tamil Nadu,Karur,1,0
23-10-2025,Tamil Nadu,Krishnagiri,4,0
23-10-2025,Tamil Nadu,Madurai,4,4
23-10-2025,Tamil Nadu,Nagapattinam,0,2
23-10-2025,Tamil Nadu,Salem,1,0
23-10-2025,Tamil Nadu,Sivaganga,1,0
23-10-2025,Tamil Nadu,Thanjavur,1,1
23-10-2025,Tamil Nadu,The Nilgiris,1,0
23-10-2025,Tamil Nadu,Thiruvarur,1,1
23-10-2025,Tamil Nadu,Thoothukkudi,1,1
23-10-2025,Tamil Nadu,Tiruchirappalli,0,2
23-10-2025,Tamil Nadu,Tirunelveli,5,4
23-10-2025,Tamil Nadu,Tiruppur,2,0
23-10-2025,Tamil Nadu,Tiruvallur,4,1
23-10-2025,Tamil Nadu,Tiruvannamalai,2,0
23-10-2025,Tamil Nadu,Vellore,2,0
23-10-2025,Tamil Nadu,Virudhunagar,0,1
23-10-2025,Telangana,Adilabad,3,1
23-10-2025,Telangana,Bhadradri Kothagudem,4,0
23-10-2025,Telangana,Hyderabad,8,2
23-10-2025,Telangana,Jagitial,1,0
23-10-2025,Telangana,Jayashankar Bhupalpally,1,0
23-10-2025,Telangana,K.v. Rangareddy,12,2
23-10-2025,Telangana,Kamareddy,1,0
23-10-2025,Telangana,Karimnagar,3,2
23-10-2025,Telangana,Khammam,5,0
23-10-2025,Telangana,Mahabubabad,1,0
23-10-2025,Telangana,Mahabubnagar,7,5
23-10-2025,Telangana,Medak,9,1
23-10-2025,Telangana,Medchal-malkajgiri,1,0
23-10-2025,Telangana,Medchal−malkajgiri,4,0
23-10-2025,Telangana,Nagarkurnool,1,0
23-10-2025,Telangana,Nalgonda,6,3
23-10-2025,Telangana,Nizamabad,3,1
23-10-2025,Telangana,Sangareddy,1,0
23-10-2025,Telangana,Siddipet,1,0
23-10-2025,Telangana,Suryapet,1,1
23-10-2025,Telangana,Vikarabad,0,1
23-10-2025,Telangana,Warangal,3,2
23-10-2025,Telangana,Yadadri.,2,0
23-10-2025,Tripura,Dhalai,3,0
23-10-2025,Tripura,Gomati,1,1
23-10-2025,Tripura,Khowai,2,0
23-10-2025,Tripura,South Tripura,1,1
23-10-2025,Tripura,West Tripura,2,2
23-10-2025,Uttar Pradesh,Agra,27,12
23-10-2025,Uttar Pradesh,Aligarh,36,12
23-10-2025,Uttar Pradesh,Allahabad,30,15
23-10-2025,Uttar Pradesh,Ambedkar Nagar,8,4
23-10-2025,Uttar Pradesh,Amethi,13,9
23-10-2025,Uttar Pradesh,Amroha,12,9
23-10-2025,Uttar Pradesh,Auraiya,8,7
23-10-2025,Uttar Pradesh,Ayodhya,1,1
